,Year,DOY,MST,Global Horizontal [W/m^2],Direct Normal [W/m^2],Diffuse Horizontal [W/m^2],PR1 Temperature [deg C],PH1 Temperature [deg C],Pressure [mBar],Zenith Angle [degrees],Azimuth Angle [degrees],RaZON Status,RaZON Time [hhmm],Logger Battery [VDC],Logger Temp [deg C]
0,2021,180,0,0,0,0,14.6,14.2,790.2,117.042,358.917,0,0,13.31,17.64
0,2021,180,1,0,0,0,14.6,14.2,790.2,117.046,359.175,0,1,13.27,17.62
0,2021,180,2,0,0,0,14.6,14.2,790.2,117.048,359.433,0,2,13.31,17.62
0,2021,180,3,0,0,0,14.6,14.2,790.2,117.048,359.433,0,2,13.27,17.59
0,2021,180,4,0,0,0,14.6,14.2,790.2,117.050,359.949,0,4,13.3,17.56
0,2021,180,5,0,0,0,14.6,14.2,790.2,117.050,0.2071,0,5,13.27,17.56
0,2021,180,6,0,0,0,14.6,14.2,790.2,117.049,0.465,0,6,13.27,17.54
0,2021,180,7,0,0,0,14.6,14.2,790.2,117.047,0.723,0,7,13.31,17.54
0,2021,180,8,0,0,0,14.6,14.2,790.2,117.044,0.9809,0,8,13.27,17.51
0,2021,180,9,0,0,0,14.6,14.2,790.2,117.040,1.2388,0,9,13.27,17.51
0,2021,180,10,0,0,0,14.5,14.2,790.2,117.036,1.4966,0,10,13.27,17.49
0,2021,180,11,0,0,0,14.5,14.2,790.2,117.030,1.7545,0,11,13.27,17.46
0,2021,180,12,0,0,0,14.5,14.2,790.2,117.024,2.0123,0,12,13.27,17.46
0,2021,180,13,0,0,0,14.5,14.2,790.2,117.024,2.0123,0,12,13.27,17.46
0,2021,180,14,0,0,0,14.5,14.2,790.2,117.009,2.5278,0,14,13.27,17.44
0,2021,180,15,0,0,0,14.4,14.1,790.2,117.000,2.7854,0,15,13.27,17.41
0,2021,180,16,0,0,0,14.3,14.1,790.2,116.990,3.043,0,16,13.31,17.41
0,2021,180,17,0,0,0,14.3,14,790.2,116.980,3.3005,0,17,13.3,17.39
0,2021,180,18,0,0,0,14.2,13.9,790.2,116.968,3.558,0,18,13.27,17.39
0,2021,180,19,0,0,0,14.1,13.9,790.2,116.956,3.8154,0,19,13.27,17.36
0,2021,180,20,0,0,0,14,13.8,790.2,116.943,4.0726,0,20,13.27,17.36
0,2021,180,21,0,0,0,13.9,13.7,790.2,116.929,4.3299,0,21,13.27,17.34
0,2021,180,22,0,0,0,13.8,13.6,790.2,116.914,4.587,0,22,13.28,17.31
0,2021,180,23,0,0,0,13.8,13.6,790.2,116.914,4.587,0,22,13.31,17.29
0,2021,180,24,0,0,0,13.7,13.5,790.2,116.882,5.1009,0,24,13.31,17.29
0,2021,180,25,0,0,0,13.6,13.4,790.2,116.864,5.3577,0,25,13.32,17.26
0,2021,180,26,0,0,0,13.5,13.3,790.2,116.846,5.6144,0,26,13.27,17.26
0,2021,180,27,0,0,0,13.4,13.3,790.2,116.826,5.8709,0,27,13.31,17.24
0,2021,180,28,0,0,0,13.4,13.2,790.2,116.806,6.1274,0,28,13.28,17.21
0,2021,180,29,0,0,0,13.3,13.2,790.2,116.786,6.3837,0,29,13.32,17.16
0,2021,180,30,0,0,0,13.3,13.1,790.2,116.764,6.6398,0,30,13.28,17.14
0,2021,180,31,0,0,0,13.3,13.1,790.2,116.741,6.8958,0,31,13.27,17.11
0,2021,180,32,0,0,0,13.3,13.1,790.2,116.718,7.1517,0,32,13.3,17.09
0,2021,180,33,0,0,0,13.3,13.1,790.2,116.718,7.1517,0,32,13.32,17.09
0,2021,180,34,0,0,0,13.3,13.1,790.2,116.668,7.663,0,34,13.32,17.04
0,2021,180,35,0,0,0,13.3,13.1,790.2,116.642,7.9184,0,35,13.32,17.04
0,2021,180,36,0,0,0,13.3,13.1,790.2,116.615,8.1736,0,36,13.29,16.98
0,2021,180,37,0,0,0,13.2,13.1,790.2,116.588,8.4287,0,37,13.32,16.98
0,2021,180,38,0,0,0,13.2,13.1,790.2,116.559,8.6836,0,38,13.29,16.96
0,2021,180,39,0,0,0,13.2,13.1,790.2,116.530,8.9383,0,39,13.33,16.94
0,2021,180,40,0,0,0,13.2,13.1,790.2,116.499,9.1928,0,40,13.32,16.91
0,2021,180,41,0,0,0,13.3,13.1,790.2,116.468,9.4471,0,41,13.33,16.89
0,2021,180,42,0,0,0,13.3,13.1,790.2,116.436,9.7012,0,42,13.33,16.86
0,2021,180,43,0,0,0,13.3,13.1,790.2,116.436,9.7012,0,42,13.32,16.84
0,2021,180,44,0,0,0,13.3,13.1,790.2,116.37,10.2088,0,44,13.29,16.84
0,2021,180,45,0,0,0,13.3,13.1,790.2,116.336,10.4623,0,45,13.33,16.81
0,2021,180,46,0,0,0,13.3,13.1,790.2,116.300,10.7155,0,46,13.29,16.79
0,2021,180,47,0,0,0,13.3,13.1,790.2,116.264,10.9686,0,47,13.3,16.76
0,2021,180,48,0,0,0,13.3,13.1,790.2,116.227,11.2214,0,48,13.29,16.74
0,2021,180,49,0,0,0,13.2,13.1,790.2,116.189,11.4739,0,49,13.29,16.74
0,2021,180,50,0,0,0,13.2,13.1,790.2,116.151,11.7263,0,50,13.29,16.71
0,2021,180,51,0,0,0,13.2,13,790.2,116.111,11.9784,0,51,13.33,16.69
0,2021,180,52,0,0,0,13.2,13,790.2,116.071,12.2302,0,52,13.33,16.66
0,2021,180,53,0,0,0,13.2,13,790.2,116.071,12.2302,0,52,13.29,16.64
0,2021,180,54,0,0,0,13.2,13,790.2,115.988,12.7331,0,54,13.33,16.64
0,2021,180,55,0,0,0,13.2,13,790.2,115.945,12.9842,0,55,13.33,16.61
0,2021,180,56,0,0,0,13.2,13,790.2,115.902,13.235,0,56,13.3,16.59
0,2021,180,57,0,0,0,13.2,13,790.2,115.857,13.4855,0,57,13.3,16.59
0,2021,180,58,0,0,0,13.2,13.1,790.2,115.812,13.7358,0,58,13.3,16.56
0,2021,180,59,0,0,0,13.3,13.1,790.2,115.766,13.9858,0,59,13.3,16.54
0,2021,180,100,0,0,0,13.3,13.1,790.2,115.719,14.2355,0,100,13.29,16.54
0,2021,180,101,0,0,0,13.2,13.1,790.2,115.672,14.4849,0,101,13.29,16.51
0,2021,180,102,0,0,0,13.2,13,790.2,115.623,14.734,0,102,13.29,16.49
0,2021,180,103,0,0,0,13.2,13,790.2,115.623,14.734,0,102,13.29,16.49
0,2021,180,104,0,0,0,13.2,13.1,790.2,115.524,15.2313,0,104,13.29,16.46
0,2021,180,105,0,0,0,13.2,13.1,790.2,115.473,15.4795,0,105,13.31,16.46
0,2021,180,106,0,0,0,13.2,13.1,790.2,115.421,15.7274,0,106,13.29,16.44
0,2021,180,107,0,0,0,13.2,13,790.2,115.369,15.975,0,107,13.29,16.44
0,2021,180,108,0,0,0,13.2,13,790.2,115.316,16.2223,0,108,13.29,16.41
0,2021,180,109,0,0,0,13.1,13,790.2,115.262,16.4693,0,109,13.29,16.41
0,2021,180,110,0,0,0,13.1,13,790.2,115.207,16.7159,0,110,13.31,16.39
0,2021,180,111,0,0,0,13.1,12.9,790.2,115.151,16.9622,0,111,13.29,16.39
0,2021,180,112,0,0,0,13.1,12.9,790.2,115.095,17.2081,0,112,13.29,16.36
0,2021,180,113,0,0,0,13.1,12.9,790.2,115.095,17.2081,0,112,13.29,16.34
0,2021,180,114,0,0,0,13.1,12.9,790.2,114.980,17.6991,0,114,13.29,16.34
0,2021,180,115,0,0,0,13.1,12.9,790.2,114.921,17.944,0,115,13.29,16.32
0,2021,180,116,0,0,0,13.1,12.9,790.2,114.861,18.1886,0,116,13.29,16.32
0,2021,180,117,0,0,0,13,12.9,790.2,114.801,18.4329,0,117,13.29,16.29
0,2021,180,118,0,0,0,13.1,12.9,790.2,114.740,18.6768,0,118,13.29,16.29
0,2021,180,119,0,0,0,13.1,12.9,790.2,114.678,18.9203,0,119,13.29,16.27
0,2021,180,120,0,0,0,13,12.9,790.2,114.615,19.1635,0,120,13.29,16.27
0,2021,180,121,0,0,0,13,12.9,790.2,114.552,19.4063,0,121,13.29,16.27
0,2021,180,122,0,0,0,13,12.9,790.2,114.488,19.6487,0,122,13.29,16.24
0,2021,180,123,0,0,0,13,12.9,790.2,114.488,19.6487,0,122,13.34,16.24
0,2021,180,124,0,0,0,12.9,12.8,790.2,114.357,20.1325,0,124,13.34,16.22
0,2021,180,125,0,0,0,13,12.8,790.2,114.290,20.3738,0,125,13.34,16.22
0,2021,180,126,0,0,0,13,12.9,790.2,114.223,20.6148,0,126,13.3,16.19
0,2021,180,127,0,0,0,13,12.9,790.2,114.155,20.8553,0,127,13.34,16.19
0,2021,180,128,0,0,0,13,12.9,790.2,114.086,21.0955,0,128,13.34,16.19
0,2021,180,129,0,0,0,13,12.9,790.2,114.017,21.3353,0,129,13.34,16.17
0,2021,180,130,0,0,0,13,12.9,790.2,113.947,21.5747,0,130,13.35,16.17
0,2021,180,131,0,0,0,13,12.9,790.2,113.876,21.8137,0,131,13.3,16.14
0,2021,180,132,0,0,0,13.1,12.9,790.2,113.804,22.0523,0,132,13.35,16.14
0,2021,180,133,0,0,0,13.1,12.9,790.2,113.804,22.0523,0,132,13.35,16.14
0,2021,180,134,0,0,0,13,12.9,790.2,113.658,22.5283,0,134,13.31,16.12
0,2021,180,135,0,0,0,13,12.9,790.2,113.584,22.7657,0,135,13.31,16.12
0,2021,180,136,0,0,0,13,12.9,790.2,113.509,23.0027,0,136,13.31,16.09
0,2021,180,137,0,0,0,13.1,12.9,790.2,113.434,23.2393,0,137,13.32,16.09
0,2021,180,138,0,0,0,13.1,12.9,790.2,113.358,23.4754,0,138,13.35,16.07
0,2021,180,139,0,0,0,13,12.9,790.2,113.281,23.7112,0,139,13.35,16.07
0,2021,180,140,0,0,0,13,12.8,790.2,113.203,23.9465,0,140,13.31,16.04
0,2021,180,141,0,0,0,13,12.8,790.2,113.125,24.1814,0,141,13.31,16.04
0,2021,180,142,0,0,0,13,12.8,790.2,113.046,24.4159,0,142,13.31,16.04
0,2021,180,143,0,0,0,13,12.8,790.2,113.046,24.4159,0,142,13.31,16.04
0,2021,180,144,0,0,0,13,12.8,790.2,112.886,24.8836,0,144,13.31,16.02
0,2021,180,145,0,0,0,12.9,12.7,790.2,112.805,25.1168,0,145,13.35,16.02
0,2021,180,146,0,0,0,12.8,12.7,790.2,112.723,25.3496,0,146,13.35,16
0,2021,180,147,0,0,0,12.8,12.7,790.2,112.64,25.5819,0,147,13.31,16
0,2021,180,148,0,0,0,12.7,12.6,790.2,112.557,25.8138,0,148,13.31,15.97
0,2021,180,149,0,0,0,12.7,12.6,790.2,112.473,26.0453,0,149,13.35,15.97
0,2021,180,150,0,0,0,12.6,12.5,790.2,112.388,26.2763,0,150,13.35,15.95
0,2021,180,151,0,0,0,12.6,12.5,790.2,112.302,26.5069,0,151,13.31,15.95
0,2021,180,152,0,0,0,12.6,12.5,790.2,112.216,26.7371,0,152,13.31,15.92
0,2021,180,153,0,0,0,12.6,12.5,790.2,112.216,26.7371,0,152,13.36,15.92
0,2021,180,154,0,0,0,12.6,12.5,790.2,112.042,27.196,0,154,13.31,15.9
0,2021,180,155,0,0,0,12.6,12.5,790.2,111.954,27.4249,0,155,13.36,15.9
0,2021,180,156,0,0,0,12.6,12.5,790.2,111.865,27.6532,0,156,13.31,15.87
0,2021,180,157,0,0,0,12.6,12.5,790.2,111.776,27.8811,0,157,13.36,15.87
0,2021,180,158,0,0,0,12.6,12.5,790.2,111.686,28.1086,0,158,13.31,15.85
0,2021,180,159,0,0,0,12.7,12.5,790.2,111.595,28.3356,0,159,13.36,15.85
0,2021,180,200,0,0,0,12.7,12.5,790.2,111.503,28.5622,0,200,13.31,15.85
0,2021,180,201,0,0,0,12.7,12.5,790.2,111.411,28.7883,0,201,13.31,15.82
0,2021,180,202,0,0,0,12.7,12.6,790.2,111.318,29.0139,0,202,13.32,15.8
0,2021,180,203,0,0,0,12.7,12.6,790.2,111.318,29.0139,0,202,13.31,15.8
0,2021,180,204,0,0,0,12.7,12.6,790.2,111.130,29.4638,0,204,13.31,15.8
0,2021,180,205,0,0,0,12.7,12.6,790.2,111.036,29.6881,0,205,13.31,15.8
0,2021,180,206,0,0,0,12.7,12.5,790.2,110.940,29.9119,0,206,13.31,15.77
0,2021,180,207,0,0,0,12.7,12.5,790.2,110.844,30.1353,0,207,13.36,15.77
0,2021,180,208,0,0,0,12.7,12.5,790.2,110.747,30.3581,0,208,13.34,15.75
0,2021,180,209,0,0,0,12.7,12.6,790.2,110.650,30.5805,0,209,13.31,15.75
0,2021,180,210,0,0,0,12.7,12.5,790.2,110.552,30.8025,0,210,13.36,15.75
0,2021,180,211,0,0,0,12.7,12.5,790.2,110.453,31.024,0,211,13.31,15.75
0,2021,180,212,0,0,0,12.7,12.5,790.2,110.354,31.245,0,212,13.36,15.73
0,2021,180,213,0,0,0,12.7,12.5,790.2,110.354,31.245,0,212,13.31,15.73
0,2021,180,214,0,0,0,12.6,12.5,790.2,110.153,31.6856,0,214,13.31,15.7
0,2021,180,215,0,0,0,12.6,12.5,790.2,110.052,31.9053,0,215,13.31,15.7
0,2021,180,216,0,0,0,12.7,12.5,790.2,109.95,32.1244,0,216,13.32,15.7
0,2021,180,217,0,0,0,12.7,12.6,790.2,109.848,32.3431,0,217,13.31,15.7
0,2021,180,218,0,0,0,12.7,12.6,790.2,109.744,32.5613,0,218,13.31,15.68
0,2021,180,219,0,0,0,12.7,12.6,790.2,109.641,32.779,0,219,13.36,15.68
0,2021,180,220,0,0,0,12.7,12.6,790.2,109.536,32.9963,0,220,13.32,15.68
0,2021,180,221,0,0,0,12.7,12.6,790.2,109.431,33.2131,0,221,13.32,15.65
0,2021,180,222,0,0,0,12.7,12.6,790.2,109.326,33.4294,0,222,13.31,15.65
0,2021,180,223,0,0,0,12.7,12.6,790.2,109.326,33.4294,0,222,13.32,15.65
0,2021,180,224,0,0,0,12.6,12.5,790.2,109.113,33.8606,0,224,13.36,15.65
0,2021,180,225,0,0,0,12.6,12.4,790.2,109.006,34.0755,0,225,13.32,15.65
0,2021,180,226,0,0,0,12.6,12.4,790.2,108.898,34.2899,0,226,13.31,15.63
0,2021,180,227,0,0,0,12.6,12.4,790.2,108.789,34.5039,0,227,13.32,15.63
0,2021,180,228,0,0,0,12.6,12.5,790.2,108.68,34.7173,0,228,13.36,15.63
0,2021,180,229,0,0,0,12.7,12.5,790.2,108.570,34.9303,0,229,13.32,15.6
0,2021,180,230,0,0,0,12.7,12.5,790.2,108.460,35.1429,0,230,13.32,15.6
0,2021,180,231,0,0,0,12.6,12.4,790.2,108.349,35.3549,0,231,13.36,15.6
0,2021,180,232,0,0,0,12.6,12.4,790.2,108.238,35.5665,0,232,13.32,15.58
0,2021,180,233,0,0,0,12.6,12.4,790.2,108.238,35.5665,0,232,13.32,15.58
0,2021,180,234,0,0,0,12.6,12.4,790.2,108.013,35.9882,0,234,13.31,15.58
0,2021,180,235,0,0,0,12.6,12.4,790.2,107.900,36.1984,0,235,13.32,15.55
0,2021,180,236,0,0,0,12.6,12.4,790.2,107.786,36.4081,0,236,13.32,15.55
0,2021,180,237,0,0,0,12.6,12.4,790.2,107.672,36.6173,0,237,13.31,15.55
0,2021,180,238,0,0,0,12.6,12.4,790.2,107.557,36.826,0,238,13.32,15.55
0,2021,180,239,0,0,0,12.6,12.4,790.2,107.441,37.0343,0,239,13.32,15.55
0,2021,180,240,0,0,0,12.7,12.5,790.2,107.325,37.2421,0,240,13.32,15.53
0,2021,180,241,0,0,0,12.7,12.5,790.2,107.209,37.4494,0,241,13.35,15.53
0,2021,180,242,0,0,0,12.7,12.5,790.2,107.092,37.6563,0,242,13.31,15.53
0,2021,180,243,0,0,0,12.7,12.5,790.2,107.092,37.6563,0,242,13.32,15.53
0,2021,180,244,0,0,0,12.7,12.5,790.2,106.856,38.0686,0,244,13.31,15.53
0,2021,180,245,0,0,0,12.7,12.4,790.2,106.737,38.274,0,245,13.32,15.51
0,2021,180,246,0,0,0,12.6,12.4,790.2,106.618,38.479,0,246,13.32,15.53
0,2021,180,247,0,0,0,12.6,12.4,790.2,106.498,38.6835,0,247,13.31,15.51
0,2021,180,248,0,0,0,12.6,12.4,790.2,106.378,38.8875,0,248,13.31,15.51
0,2021,180,249,0,0,0,12.5,12.3,790.2,106.257,39.0911,0,249,13.31,15.51
0,2021,180,250,0,0,0,12.5,12.3,790.2,106.135,39.2942,0,250,13.31,15.51
0,2021,180,251,0,0,0,12.5,12.3,790.2,106.013,39.4968,0,251,13.31,15.51
0,2021,180,252,0,0,0,12.5,12.3,790.2,105.891,39.6989,0,252,13.31,15.48
0,2021,180,253,0,0,0,12.5,12.3,790.2,105.891,39.6989,0,252,13.32,15.48
0,2021,180,254,0,0,0,12.6,12.4,790.2,105.644,40.1019,0,254,13.35,15.48
0,2021,180,255,0,0,0,12.6,12.4,790.2,105.520,40.3026,0,255,13.31,15.48
0,2021,180,256,0,0,0,12.6,12.4,790.2,105.396,40.5029,0,256,13.31,15.48
0,2021,180,257,0,0,0,12.6,12.4,790.2,105.271,40.7028,0,257,13.36,15.48
0,2021,180,258,0,0,0,12.6,12.4,790.2,105.145,40.9022,0,258,13.32,15.48
0,2021,180,259,0,0,0,12.6,12.4,790.2,105.019,41.1011,0,259,13.32,15.46
0,2021,180,300,0,0,0,12.6,12.4,790.2,104.892,41.2995,0,300,13.31,15.46
0,2021,180,301,0,0,0,12.6,12.4,790.2,104.765,41.4975,0,301,13.31,15.46
0,2021,180,302,0,0,0,12.6,12.4,790.2,104.638,41.6951,0,302,13.31,15.46
0,2021,180,303,0,0,0,12.6,12.4,790.2,104.638,41.6951,0,302,13.32,15.46
0,2021,180,304,0,0,0,12.6,12.4,790.2,104.381,42.0888,0,304,13.31,15.46
0,2021,180,305,0,0,0,12.6,12.4,790.2,104.252,42.285,0,305,13.31,15.46
0,2021,180,306,0,0,0,12.7,12.4,790.2,104.123,42.4807,0,306,13.32,15.46
0,2021,180,307,0,0,0,12.7,12.5,790.2,103.993,42.676,0,307,13.32,15.46
0,2021,180,308,0,0,0,12.8,12.5,790.2,103.862,42.8708,0,308,13.36,15.46
0,2021,180,309,0,0,0,12.8,12.6,790.2,103.731,43.0651,0,309,13.32,15.46
0,2021,180,310,0,0,0,12.8,12.6,790.2,103.600,43.2591,0,310,13.31,15.46
0,2021,180,311,0,0,0,12.8,12.6,790.2,103.468,43.4525,0,311,13.32,15.46
0,2021,180,312,0,0,0,12.8,12.6,790.2,103.335,43.6455,0,312,13.36,15.46
0,2021,180,313,0,0,0,12.8,12.6,790.2,103.335,43.6455,0,312,13.36,15.46
0,2021,180,314,0,0,0,12.8,12.5,790.2,103.069,44.0303,0,314,13.32,15.46
0,2021,180,315,0,0,0,12.8,12.5,790.2,102.935,44.2219,0,315,13.32,15.46
0,2021,180,316,0,0,0,12.8,12.6,790.2,102.801,44.4132,0,316,13.32,15.46
0,2021,180,317,0,0,0,12.8,12.6,790.2,102.666,44.604,0,317,13.32,15.46
0,2021,180,318,0,0,0,12.8,12.6,790.2,102.531,44.7944,0,318,13.34,15.46
0,2021,180,319,0,0,0,12.8,12.6,790.2,102.396,44.9843,0,319,13.32,15.46
0,2021,180,320,0,0,0,12.8,12.5,790.2,102.260,45.1738,0,320,13.32,15.46
0,2021,180,321,0,0,0,12.7,12.5,790.2,102.123,45.3628,0,321,13.31,15.46
0,2021,180,322,0,0,0,12.7,12.5,790.2,101.986,45.5515,0,322,13.32,15.46
0,2021,180,323,0,0,0,12.7,12.5,790.2,101.986,45.5515,0,322,13.32,15.46
0,2021,180,324,0,0,0,12.6,12.4,790.2,101.711,45.9274,0,324,13.32,15.46
0,2021,180,325,0,0,0,12.7,12.4,790.2,101.573,46.1147,0,325,13.32,15.46
0,2021,180,326,0,0,0,12.7,12.5,790.2,101.434,46.3016,0,326,13.32,15.46
0,2021,180,327,0,0,0,12.7,12.5,790.2,101.295,46.4881,0,327,13.32,15.46
0,2021,180,328,0,0,0,12.7,12.4,790.2,101.155,46.6742,0,328,13.36,15.46
0,2021,180,329,0,0,0,12.7,12.4,790.2,101.015,46.8598,0,329,13.36,15.46
0,2021,180,330,0,0,0,12.7,12.5,790.2,100.875,47.045,0,330,13.32,15.46
0,2021,180,331,0,0,0,12.7,12.5,790.2,100.734,47.2298,0,331,13.32,15.46
0,2021,180,332,0,0,0,12.7,12.4,790.2,100.593,47.4141,0,332,13.32,15.43
0,2021,180,333,0,0,0,12.7,12.4,790.2,100.593,47.4141,0,332,13.36,15.46
0,2021,180,334,0,0,0,12.6,12.4,790.2,100.309,47.7816,0,334,13.36,15.43
0,2021,180,335,0,0,0,12.6,12.4,790.2,100.166,47.9647,0,335,13.32,15.43
0,2021,180,336,0,0,0,12.6,12.4,790.2,100.023,48.1474,0,336,13.36,15.43
0,2021,180,337,0,0,0,12.6,12.4,790.2,99.88,48.3297,0,337,13.32,15.43
0,2021,180,338,0,0,0,12.6,12.4,790.2,99.7363,48.5116,0,338,13.37,15.43
0,2021,180,339,0,0,0,12.6,12.4,790.2,99.5922,48.6931,0,339,13.37,15.43
0,2021,180,340,0,0,0,12.5,12.3,790.2,99.4476,48.8742,0,340,13.37,15.41
0,2021,180,341,0,0,0,12.5,12.3,790.2,99.3027,49.0548,0,341,13.33,15.41
0,2021,180,342,0,0,0,12.5,12.3,790.2,99.1573,49.2351,0,342,13.33,15.41
0,2021,180,343,0,0,0,12.4,12.3,790.2,99.0116,49.415,0,343,13.37,15.41
0,2021,180,344,0,0,0,12.4,12.3,790.2,98.8654,49.5944,0,344,13.34,15.41
0,2021,180,345,0,0,0,12.4,12.3,790.2,98.7189,49.7735,0,345,13.34,15.39
0,2021,180,346,0,0,0,12.4,12.3,790.2,98.572,49.9522,0,346,13.33,15.39
0,2021,180,347,0,0,0,12.4,12.3,790.2,98.4247,50.1304,0,347,13.37,15.39
0,2021,180,348,0,0,0,12.4,12.3,790.2,98.277,50.3083,0,348,13.33,15.39
0,2021,180,349,0,0,0,12.4,12.2,790.2,98.129,50.4858,0,349,13.37,15.36
0,2021,180,350,0,0,0,12.4,12.2,790.2,97.9805,50.6629,0,350,13.34,15.36
0,2021,180,351,0,0,0,12.4,12.2,790.2,97.8317,50.8397,0,351,13.32,15.36
0,2021,180,352,0,0,0,12.4,12.2,790.2,97.6825,51.016,0,352,13.33,15.36
0,2021,180,353,0,0,0,12.3,12.2,790.2,97.533,51.1919,0,353,13.33,15.36
0,2021,180,354,0,0,0,12.3,12.2,790.2,97.383,51.3675,0,354,13.33,15.34
0,2021,180,355,0,0,0,12.4,12.2,790.2,97.2328,51.5427,0,355,13.32,15.34
0,2021,180,356,0,0,0,12.4,12.2,790.2,97.0821,51.7175,0,356,13.33,15.34
0,2021,180,357,0,0,0,12.4,12.2,790.2,96.9311,51.892,0,357,13.32,15.34
0,2021,180,358,0,0,0,12.4,12.2,790.2,96.7797,52.066,0,358,13.33,15.31
0,2021,180,359,0,0,0,12.4,12.2,790.2,96.6279,52.2397,0,359,13.33,15.31
0,2021,180,400,0,0,0,12.4,12.2,790.2,96.4758,52.4131,0,400,13.37,15.31
0,2021,180,401,0,0,0,12.4,12.2,790.2,96.3234,52.586,0,401,13.33,15.31
0,2021,180,402,0,0,0,12.4,12.2,790.2,96.1706,52.7586,0,402,13.33,15.29
0,2021,180,403,0,0,0,12.4,12.2,790.2,96.0174,52.9308,0,403,13.37,15.29
0,2021,180,404,0,0,0,12.3,12.1,790.2,95.8639,53.1027,0,404,13.33,15.29
0,2021,180,405,0,0,0,12.3,12.1,790.2,95.7101,53.2742,0,405,13.36,15.29
0,2021,180,406,0,0,0,12.3,12.1,790.2,95.5559,53.4454,0,406,13.33,15.26
0,2021,180,407,0,0,0,12.3,12.1,790.2,95.4013,53.6161,0,407,13.36,15.26
0,2021,180,408,0,0,0,12.2,12.1,790.2,95.2465,53.7866,0,408,13.37,15.26
0,2021,180,409,0,0,0,12.2,12,790.2,95.0912,53.9567,0,409,13.34,15.26
0,2021,180,410,0,0,0,12.2,12,790.2,94.9357,54.1264,0,410,13.33,15.24
0,2021,180,411,0,0,0,12.2,12.1,790.2,94.7798,54.2958,0,411,13.33,15.24
0,2021,180,412,0,0,0,12.2,12,790.2,94.6236,54.4648,0,412,13.33,15.24
0,2021,180,413,0,0,0,12.2,12,790.2,94.467,54.6335,0,413,13.37,15.21
0,2021,180,414,0,0,0,12.2,12,790.2,94.3102,54.8019,0,414,13.37,15.21
0,2021,180,415,0,0,0,12.2,12,790.2,94.153,54.9699,0,415,13.38,15.21
0,2021,180,416,0,0,0,12.2,12,790.2,93.9955,55.1376,0,416,13.34,15.21
0,2021,180,417,0,0,0,12.3,12,790.2,93.8376,55.3049,0,417,13.34,15.17
0,2021,180,418,0,0,0,12.3,12,790.2,93.6795,55.4719,0,418,13.38,15.17
0,2021,180,419,0.2,0,0.2,12.2,12,790.2,93.521,55.6386,0,419,13.38,15.14
0,2021,180,420,1,0,1,12.2,12,790.2,93.3622,55.8049,0,420,13.37,15.14
0,2021,180,421,1,0,1,12.2,12,790.2,93.2031,55.971,0,421,13.34,15.14
0,2021,180,422,1.4,0,1.4,12.2,12,790.2,93.0437,56.1367,0,422,13.37,15.14
0,2021,180,423,2,0,2,12.2,12,790.2,92.8839,56.302,0,423,13.34,15.14
0,2021,180,424,2,0,2,12.1,12,790.2,92.7239,56.4671,0,424,13.38,15.12
0,2021,180,425,2.7,0,2.7,12.1,11.9,790.2,92.5636,56.6318,0,425,13.38,15.12
0,2021,180,426,3,0,3,12.1,11.9,790.2,92.4029,56.7962,0,426,13.34,15.12
0,2021,180,427,3.3,0,3.3,12.1,11.9,790.2,92.242,56.9603,0,427,13.34,15.09
0,2021,180,428,4,0,4,12.1,11.9,790.2,92.0807,57.1241,0,428,13.36,15.09
0,2021,180,429,4,0,4,12.1,11.9,790.2,91.9192,57.2876,0,429,13.34,15.09
0,2021,180,430,4.4,0,4.4,12.1,11.9,790.2,91.7574,57.4507,0,430,13.34,15.07
0,2021,180,431,4.8,0,4.8,12.1,11.9,790.2,91.5952,57.6136,0,431,13.34,15.07
0,2021,180,432,4,0,4,12.1,11.9,790.2,91.4328,57.7761,0,432,13.38,15.07
0,2021,180,433,4,0,4,12.1,11.8,790.2,91.2701,57.9384,0,433,13.34,15.04
0,2021,180,434,4,0,4,12,11.8,790.2,91.1071,58.1003,0,434,13.34,15.04
0,2021,180,435,4,0,4,12,11.8,790.2,90.9438,58.262,0,435,13.34,15.04
0,2021,180,436,4,0.9,4,11.9,11.8,790.2,90.3119,58.4233,0,436,13.34,15.04
0,2021,180,437,4.7,1.5,4.7,11.9,11.7,790.2,90.1696,58.5844,0,437,13.34,15.02
0,2021,180,438,5,2.2,5,11.9,11.7,790.2,90.0267,58.7452,0,438,13.34,15.02
0,2021,180,439,5,3,5,11.8,11.7,790.2,89.8827,58.9056,0,439,13.34,15
0,2021,180,440,5.5,6.1,5.5,11.7,11.6,790.2,89.7377,59.0658,0,440,13.38,15
0,2021,180,441,6.5,9.7,6.4,11.7,11.6,790.2,89.5914,59.2257,0,441,13.34,14.97
0,2021,180,442,7.6,16.7,7.5,11.7,11.6,790.2,89.4438,59.3854,0,442,13.34,14.95
0,2021,180,443,9.1,48.1,8.6,11.8,11.6,790.2,89.2949,59.5447,0,443,13.34,14.95
0,2021,180,444,10.1,56.3,9.4,11.8,11.7,790.2,89.1447,59.7038,0,444,13.34,14.95
0,2021,180,445,10.6,23.7,10.2,11.8,11.7,790.2,88.9932,59.8626,0,445,13.34,14.92
0,2021,180,446,11.6,11.1,11.4,11.9,11.7,790.2,88.8406,60.0211,0,446,13.34,14.92
0,2021,180,447,13,22.2,12.5,12,11.8,790.2,88.6867,60.1793,0,447,13.38,14.9
