,Year,DOY,MST,Global Horizontal [W/m^2],Direct Normal [W/m^2],Diffuse Horizontal [W/m^2],PR1 Temperature [deg C],PH1 Temperature [deg C],Pressure [mBar],Zenith Angle [degrees],Azimuth Angle [degrees],RaZON Status,RaZON Time [hhmm],Logger Battery [VDC],Logger Temp [deg C]
0,2021,180,2201,0,0,0,16,15.7,790.2,110.831,329.711,0,2201,13.18,19.78
0,2021,180,2202,0,0,0,16,15.7,790.2,110.928,329.934,0,2202,13.19,19.76
0,2021,180,2203,0,0,0,16,15.7,790.2,111.024,330.157,0,2203,13.19,19.76
0,2021,180,2204,0,0,0,16,15.7,790.2,111.119,330.382,0,2204,13.19,19.73
0,2021,180,2205,0,0,0,16,15.6,790.2,111.214,330.606,0,2205,13.22,19.7
0,2021,180,2206,0,0,0,15.9,15.6,790.2,111.308,330.831,0,2206,13.19,19.68
0,2021,180,2207,0,0,0,15.9,15.6,790.2,111.401,331.057,0,2207,13.19,19.65
0,2021,180,2208,0,0,0,15.9,15.6,790.2,111.494,331.282,0,2208,13.19,19.63
0,2021,180,2209,0,0,0,15.9,15.6,790.2,111.586,331.509,0,2209,13.19,19.6
0,2021,180,2210,0,0,0,16,15.6,790.2,111.677,331.736,0,2210,13.19,19.57
0,2021,180,2211,0,0,0,16,15.6,790.2,111.768,331.963,0,2211,13.2,19.57
0,2021,180,2212,0,0,0,16,15.6,790.2,111.858,332.191,0,2212,13.2,19.55
0,2021,180,2213,0,0,0,16,15.6,790.2,111.948,332.419,0,2213,13.2,19.52
0,2021,180,2214,0,0,0,16,15.6,790.2,112.036,332.648,0,2214,13.2,19.49
0,2021,180,2215,0,0,0,16,15.6,790.2,112.124,332.877,0,2215,13.2,19.47
0,2021,180,2216,0,0,0,15.9,15.5,790.2,112.212,333.106,0,2216,13.2,19.44
0,2021,180,2217,0,0,0,15.9,15.5,790.2,112.298,333.336,0,2217,13.23,19.44
0,2021,180,2218,0,0,0,16,15.6,790.2,112.384,333.567,0,2218,13.2,19.42
0,2021,180,2219,0,0,0,16,15.6,790.2,112.470,333.798,0,2219,13.2,19.39
0,2021,180,2220,0,0,0,16,15.6,790.2,112.554,334.029,0,2220,13.2,19.39
0,2021,180,2221,0,0,0,16,15.6,790.2,112.638,334.261,0,2221,13.2,19.36
0,2021,180,2222,0,0,0,16,15.6,790.2,112.721,334.493,0,2222,13.2,19.34
0,2021,180,2223,0,0,0,15.9,15.6,790.2,112.804,334.726,0,2223,13.2,19.34
0,2021,180,2224,0,0,0,15.9,15.5,790.2,112.885,334.959,0,2224,13.2,19.31
0,2021,180,2225,0,0,0,15.9,15.5,790.2,112.966,335.192,0,2225,13.2,19.26
0,2021,180,2226,0,0,0,15.9,15.5,790.2,113.047,335.426,0,2226,13.2,19.26
0,2021,180,2227,0,0,0,15.9,15.5,790.2,113.126,335.661,0,2227,13.2,19.23
0,2021,180,2228,0,0,0,15.9,15.4,790.2,113.205,335.895,0,2228,13.22,19.21
0,2021,180,2229,0,0,0,15.9,15.4,790.2,113.283,336.130,0,2229,13.25,19.21
0,2021,180,2230,0,0,0,15.9,15.4,790.2,113.361,336.366,0,2230,13.24,19.18
0,2021,180,2231,0,0,0,15.9,15.4,790.2,113.438,336.602,0,2231,13.21,19.15
0,2021,180,2232,0,0,0,15.9,15.4,790.2,113.513,336.839,0,2232,13.2,19.13
0,2021,180,2233,0,0,0,15.9,15.3,790.2,113.589,337.075,0,2233,13.21,19.13
0,2021,180,2234,0,0,0,15.9,15.3,790.2,113.663,337.313,0,2234,13.25,19.1
0,2021,180,2235,0,0,0,15.8,15.3,790.2,113.737,337.551,0,2235,13.2,19.1
0,2021,180,2236,0,0,0,15.8,15.3,790.2,113.810,337.789,0,2236,13.25,19.08
0,2021,180,2237,0,0,0,15.9,15.3,790.2,113.882,338.027,0,2237,13.23,19.05
0,2021,180,2238,0,0,0,15.9,15.3,790.2,113.954,338.266,0,2238,13.22,19.02
0,2021,180,2239,0,0,0,15.9,15.3,790.2,114.025,338.505,0,2239,13.22,19
0,2021,180,2240,0,0,0,15.9,15.3,790.2,114.095,338.745,0,2240,13.22,19
0,2021,180,2241,0,0,0,15.9,15.3,790.2,114.164,338.985,0,2241,13.22,18.97
0,2021,180,2242,0,0,0,15.9,15.3,790.2,114.233,339.226,0,2242,13.21,18.95
0,2021,180,2243,0,0,0,15.9,15.3,790.2,114.301,339.467,0,2243,13.24,18.95
0,2021,180,2244,0,0,0,15.9,15.3,790.2,114.368,339.708,0,2244,13.22,18.92
0,2021,180,2245,0,0,0,16,15.3,790.2,114.434,339.949,0,2245,13.22,18.89
0,2021,180,2246,0,0,0,16,15.3,790.2,114.500,340.191,0,2246,13.22,18.89
0,2021,180,2247,0,0,0,16,15.3,790.2,114.565,340.434,0,2247,13.26,18.87
0,2021,180,2248,0,0,0,16,15.3,790.2,114.629,340.677,0,2248,13.22,18.84
0,2021,180,2249,0,0,0,16,15.3,790.2,114.692,340.920,0,2249,13.22,18.84
0,2021,180,2250,0,0,0,16,15.3,790.2,114.754,341.163,0,2250,13.26,18.82
0,2021,180,2251,0,0,0,16,15.3,790.2,114.816,341.407,0,2251,13.25,18.79
0,2021,180,2252,0,0,0,16,15.3,790.2,114.877,341.651,0,2252,13.22,18.79
0,2021,180,2253,0,0,0,16,15.3,790.2,114.937,341.896,0,2253,13.22,18.79
0,2021,180,2254,0,0,0,15.9,15.3,790.2,114.997,342.141,0,2254,13.22,18.77
0,2021,180,2255,0,0,0,15.9,15.2,790.2,115.055,342.386,0,2255,13.22,18.74
0,2021,180,2256,0,0,0,15.9,15.2,790.2,115.113,342.632,0,2256,13.22,18.74
0,2021,180,2257,0,0,0,15.9,15.2,790.2,115.170,342.878,0,2257,13.26,18.71
0,2021,180,2258,0,0,0,15.9,15.2,790.2,115.226,343.124,0,2258,13.22,18.69
0,2021,180,2259,0,0,0,15.9,15.1,790.2,115.282,343.370,0,2259,13.22,18.69
0,2021,180,2300,0,0,0,15.8,15.1,790.2,115.336,343.617,0,2300,13.26,18.69
0,2021,180,2301,0,0,0,15.8,15.1,790.2,115.390,343.865,0,2301,13.22,18.66
0,2021,180,2302,0,0,0,15.8,15.1,790.2,115.443,344.112,0,2302,13.22,18.64
0,2021,180,2303,0,0,0,15.7,15,790.2,115.495,344.360,0,2303,13.22,18.64
0,2021,180,2304,0,0,0,15.7,15,790.2,115.547,344.608,0,2304,13.26,18.61
0,2021,180,2305,0,0,0,15.7,15,790.2,115.598,344.857,0,2305,13.22,18.58
0,2021,180,2306,0,0,0,15.8,15,790.2,115.647,345.106,0,2306,13.23,18.58
0,2021,180,2307,0,0,0,15.8,15.1,790.2,115.696,345.355,0,2307,13.23,18.58
0,2021,180,2308,0,0,0,15.8,15.1,790.2,115.745,345.604,0,2308,13.22,18.56
0,2021,180,2309,0,0,0,15.8,15.1,790.2,115.792,345.854,0,2309,13.24,18.53
0,2021,180,2310,0,0,0,15.8,15.1,790.2,115.839,346.104,0,2310,13.27,18.53
0,2021,180,2311,0,0,0,15.8,15.2,790.2,115.885,346.354,0,2311,13.22,18.51
0,2021,180,2312,0,0,0,15.8,15.2,790.2,115.929,346.605,0,2312,13.26,18.51
0,2021,180,2313,0,0,0,15.9,15.2,790.2,115.974,346.856,0,2313,13.22,18.48
0,2021,180,2314,0,0,0,15.9,15.2,790.2,116.017,347.107,0,2314,13.22,18.48
0,2021,180,2315,0,0,0,15.9,15.3,790.2,116.060,347.358,0,2315,13.22,18.48
0,2021,180,2316,0,0,0,15.9,15.3,790.2,116.101,347.610,0,2316,13.23,18.48
0,2021,180,2317,0,0,0,15.9,15.3,790.2,116.142,347.862,0,2317,13.22,18.48
0,2021,180,2318,0,0,0,15.9,15.3,790.2,116.182,348.114,0,2318,13.22,18.46
0,2021,180,2319,0,0,0,15.9,15.3,790.2,116.221,348.366,0,2319,13.23,18.46
0,2021,180,2320,0,0,0,15.9,15.3,790.2,116.260,348.619,0,2320,13.22,18.46
0,2021,180,2321,0,0,0,15.9,15.3,790.2,116.297,348.872,0,2321,13.23,18.43
0,2021,180,2322,0,0,0,15.8,15.3,790.2,116.334,349.125,0,2322,13.23,18.43
0,2021,180,2323,0,0,0,15.8,15.3,790.2,116.370,349.378,0,2323,13.23,18.43
0,2021,180,2324,0,0,0,15.8,15.3,790.2,116.405,349.632,0,2324,13.22,18.43
0,2021,180,2325,0,0,0,15.8,15.3,790.2,116.439,349.885,0,2325,13.22,18.43
0,2021,180,2326,0,0,0,15.7,15.3,790.2,116.473,350.140,0,2326,13.22,18.4
0,2021,180,2327,0,0,0,15.7,15.2,790.2,116.505,350.394,0,2327,13.22,18.4
0,2021,180,2328,0,0,0,15.7,15.2,790.2,116.537,350.648,0,2328,13.22,18.4
0,2021,180,2329,0,0,0,15.6,15.2,790.2,116.568,350.903,0,2329,13.23,18.4
0,2021,180,2330,0,0,0,15.6,15.1,790.2,116.598,351.158,0,2330,13.27,18.38
0,2021,180,2331,0,0,0,15.6,15.1,790.2,116.627,351.413,0,2331,13.22,18.38
0,2021,180,2332,0,0,0,15.6,15.1,790.2,116.655,351.668,0,2332,13.22,18.38
0,2021,180,2333,0,0,0,15.6,15.1,790.2,116.683,351.923,0,2333,13.22,18.38
0,2021,180,2334,0,0,0,15.6,15.1,790.2,116.709,352.178,0,2334,13.22,18.35
0,2021,180,2335,0,0,0,15.6,15.1,790.2,116.735,352.434,0,2335,13.23,18.35
0,2021,180,2336,0,0,0,15.6,15.1,790.2,116.760,352.690,0,2336,13.23,18.35
0,2021,180,2337,0,0,0,15.5,15.1,790.2,116.784,352.946,0,2337,13.23,18.35
0,2021,180,2338,0,0,0,15.5,15.1,790.2,116.807,353.202,0,2338,13.23,18.33
0,2021,180,2339,0,0,0,15.5,15.1,790.2,116.830,353.459,0,2339,13.27,18.33
0,2021,180,2340,0,0,0,15.4,15,790.2,116.851,353.715,0,2340,13.27,18.33
0,2021,180,2341,0,0,0,15.4,15,790.2,116.872,353.972,0,2341,13.25,18.33
0,2021,180,2342,0,0,0,15.4,15,790.2,116.891,354.228,0,2342,13.23,18.3
0,2021,180,2343,0,0,0,15.3,15,790.2,116.910,354.485,0,2343,13.23,18.3
0,2021,180,2344,0,0,0,15.3,15,790.2,116.929,354.742,0,2344,13.23,18.28
0,2021,180,2345,0,0,0,15.3,14.9,790.2,116.946,354.999,0,2345,13.23,18.28
0,2021,180,2346,0,0,0,15.3,14.9,790.2,116.962,355.256,0,2346,13.23,18.28
0,2021,180,2347,0,0,0,15.2,14.9,790.2,116.978,355.514,0,2347,13.22,18.25
0,2021,180,2348,0,0,0,15.2,14.8,790.2,116.992,355.771,0,2348,13.24,18.25
0,2021,180,2349,0,0,0,15.2,14.8,790.2,117.006,356.029,0,2349,13.23,18.25
0,2021,180,2350,0,0,0,15.2,14.8,790.2,117.019,356.286,0,2350,13.23,18.23
0,2021,180,2351,0,0,0,15.1,14.8,790.2,117.031,356.544,0,2351,13.23,18.23
0,2021,180,2352,0,0,0,15.1,14.7,790.2,117.042,356.801,0,2352,13.23,18.23
0,2021,180,2353,0,0,0,15.1,14.7,790.2,117.053,357.059,0,2353,13.23,18.2
0,2021,180,2354,0,0,0,15.1,14.7,790.2,117.062,357.317,0,2354,13.23,18.2
0,2021,180,2355,0,0,0,15.1,14.7,790.2,117.071,357.575,0,2355,13.23,18.17
0,2021,180,2356,0,0,0,15.1,14.7,790.2,117.078,357.833,0,2356,13.23,18.17
0,2021,180,2357,0,0,0,15.1,14.7,790.2,117.085,358.091,0,2357,13.23,18.17
0,2021,180,2358,0,0,0,15.1,14.7,790.2,117.091,358.349,0,2358,13.23,18.15
0,2021,180,2359,0,0,0,15.1,14.7,790.2,117.096,358.607,0,2359,13.23,18.15
